ID;Название;Тип;Автор;Автор (ФИО);Возрастное ограничение на книгу;Дата поступления;Цена поступления;Кол-во выдач;Дата списания книги;Инвентарный номер;Выдана до;Жанр книги
25759504;#Имя для Лис;Электронный текст;Ли Виксен;Виксен Ли;18;20.04.2018 14:02;164;2;;1058157658;;#боевое фэнтези# героическое фэнтези
